Sentiment--|||--URL--|||--Text
1--|||--kinopoisk.ru/user/1532977/comment/1813227/--|||--Вроде и стоит смотреть, а вроде и нет... Двоякое чувство после просмотра! Из плюсов: -согласен, что партизанский отряд или как они себя называли «команда» отличное решение в состоявшейся ситуации нападения! Много эмоциональных сцен, которые заинтересовывают зрителя и придают пикантности к понятному сюжету. Актеры подобраны в тему! К. Хемсворт вполне подошел под роль лидера! Жаль, что Дж. Д. Моргана маловато в фильме. Из минусов: -не люблю я как-то сопоставлять факты и задавать вопросы, подобные (а где же войска? а как они вообще проникают в город и как уходят назад, к себе на базу? и т. д.), но в этом фильме случился перебор с этим! Неужели военные (даже корейские) не смогли бы справиться с гражданским населением?! Не знаю есть ли еще фильмы Дэна Бредли, но первый блин хоть и не комом, но и не идеал! Совершенству нет предела, поэтому свою пятерку он заслуживает!
1--|||--kinopoisk.ru/user/106617/comment/459453/--|||--«Когда я вырасту, я полечу на самом быстром самолёте, сниму самые громкие фильмы, и буду самым богатым человеком в мире...» (с) Собственно говоря, человек, сказавший эти слова, выполнил все эти обещания, и более того, он сделал даже больше. Гораздо больше. В 25 лет он снял свой первый фильм, общий бюджет которого составил около четырёх миллионов долларов(!). В жизни у него было три страсти: авиация, кинематограф и женщины. Он человек-легенда, который свёл этот мир с ума, и в итоге и сошёл с него сам. Он - Говард Хьюз! Всегда, когда я начинаю смотреть очередной фильм Скорсезе, я уже заранее знаю, что это будет очередной шедевр. Мартин не может иначе. Я полюбил этого замечательного режиссёра давно, будучи совсем ребёнком. Я посмотрел фильм «Славные парни» и с тех пор пошло-поехало... Я был заворожен, опьянен, захвачен фильмами Скорсезе. Впервые я увидел «Авиатора» в13 лет. Имя Говарда Хьюза мне мало о чём говорило. Но фильм Скорсезе просто напросто открыл для меня путь в мир замечательных мир 20-х, 30х, годов. Я был восхищён красотой этого фильма, его атмосферой, и мне захотелось побольше узнать о Говарде Хьюзе, Кэтрин Хепберн, Аве Гарднер и многих других личностях, показанных в картине. И тогда я начал своё знакомство с этим удивительным миром. Я читал книги, смотрел старые фильмы. А всё это благодаря «Авиатору» Мартина Скорсезе. Недаром всё-таки говорят, что кинематограф - это искусство управления массами. Иногда оно направляет человека в плохую сторону, а иногда, как в моём случае, в хорошую. Но кто же на самом деле был Говард Хьюз? Мы видим его, и историю его жизни глазами Мартина Скорсезе. Конечно же, многие факты опущены. Вокруг жизни Говарда было гораздо больше интриг, чем показывает Мартин. Он был не раз замечен в сексуальной связи с мужчинами, с девушками, далеко не достигшими совершеннолетия. Он активно лез во власть, подкупая чиновником. И шизофрения была у него развита гораздо сильнее, нежели чем показано в картине. И я думаю, что если бы Скорсезе был продюсером, то он бы, несомненно, вставил все эти факты в картину. Но продюсеры картины были вынуждены думать о рейтинге и всякой подобной чепухе, хотя, что касается меня, то я думаю, что если уж снимаете фильм о таком гении, как Хьюз, то осветите нам все стороны его жизни. Но тут уж ничего не поделать. Сценарист Джон Логан решил показать нам Хьюза в первую очередь как человека, который всем сердцем любил авиацию и кинематограф. В принципе это не плохо, т. к. мы видим Хьюза в большей степени героем. На мой взгляд, в фильме разделён на две части. Первая часть - Говард молодой амбициозный парень. Вторая - всё также амбициозен, но в нём уже проснулось безумие. И переходный момент между этими двумя частями, наступает тогда, когда Кэтрин Хепберн говорит Говарду, что они больше не могут быть вместе. Вот тогда мы видим, что в нём откровенно просыпается некое безумие. Хотя бы взять ту сцену, когда он сжигает всю свою одежду. И я хотел бы рассмотреть каждую из этих частей поподробнее. Часть I Говард Хьюз. Амбиции. Энтузиазм. Целенаправленность. Фильм начинается с того, что мы видим маленького мальчика, который стоит в тазике с водой, его моет мама, и буква за буквой они повторяют это слово, которое можно сказать, свело впоследствии Хьюза с катушек окончательно: к-а-р-а-н-т-и-н. И вот уже в следующей сцене перед нами стоит молодой человек, лет 20, приятной наружности и с непримиримым блеском в глазах. Его имя известно всем и каждому, кто смотрит эту картину в данный момент - Говард Хьюз. Он снимает свою первую картину, которая была не просто так названа эпической «Ангелы Ада». Говард хочет, чтобы всё было идеально. Причём не только в фильме, но в жизни. Он везде стремится к некому совершенству, неоднократно переснимая свой фильм из-за того, что видит в фильме что-то не совсем то, что он хочет. Он меняет девушек одну за другой. Причём каждая последующая лучше предыдущей. Этот человек увлекается авиацией. В нём совмещаются совсем несовместные вещи: творческое начало, техническое мышление, и умение владеть бизнесом. Боже мой, да он просто гений! Но уже в том раннем возрасте мы видим, что в нём есть некие недостатки. Например, он немного глуховат, нервозен, но его обаяние, и талант затмевает все эти мелочи. Вскоре он встречает восходящую актрису Кэтрин Хепберн. У них бурный роман, и вроде бы Говард уже любит её, но, увы и ах, всё кончено. Двум таким знаменитым людям очень сложно быть вместе. Вот тогда Говард и начинает сходить с ума... Часть II Говард Хьюз. Амбиции. Безумие. Шизофрения. Вторя часть фильма показывает нам уже абсолютно другого Хьюза. У него всё чаще случаются нервные срывы. Он перестаёт следить за модой. В отличие от первой части, его костюмы становятся абсолютно нелепыми и обвисшими. Но всё равно он остаётся верен одной вещи, которая составляет основу его жизни - авиация. Ни кинематограф, ни женщины выходят на первый план, а именно авиация. Он верит в то, что его новоиспечённый самолёт «Геркулес» всё-таки взлетит. И главное, он всегда думает о завтрашнем дне, но при этом он никогда не забывает и о сегодняшнем. Я думаю, сейчас я никому не открою Америку, сказав, что Хьюз в исполнении Леонардо ДиКаприо бесподобен. ДиКаприо полностью вложился в роль. Смотря на него в этой роли, я испытываю неописуемый восторг, т. к. у меня такое ощущение, что роль под него написана. Каждому его слову, каждому жесту, каждому действия я верил. Это превосходно. А то, как он произносит фразу «дорога в будущее...» меня просто заставляет расплакаться, но при этом ощущать какую-то надежду. В фильме замечательная музыка, отличные декорации, прекрасный актёрский состав, и замечательный оператор Роберт Ричардсон, благодаря которому, мы как будто являемся не просто частью фильма, а частью самого Говарда Хьюза. Я очень расстроился, узнав, что картина не получила Оскара ни за режиссуру, ни за лучшую мужскую роль в исполнении Леонардо. Думаю, что как раз в этих двух номинациях он должен был одержать безоговорочную победу. Но киноакадемия как всегда сделала всё по-своему. Но, несмотря ни на что, «Авиатор» для меня является одним из любимых фильмов, который я с удовольствием пересматриваю как минимум раз в год, и с каждым просмотром я всё больше влюбляюсь(в хорошем смысле слова) в Мартина Скорсезе, Леонардо ДиКаприо и Говарда Хьюза, человека, который, возможно, заставил мир по-другому взглянуть на многие вещи.
1--|||--kinopoisk.ru/user/534340/comment/435274/--|||--Баз Лурман сумел «выбить» деньги на съемки высокобюджетного фильма с участием звезд мировой величины - Николь Кидман и Хью Джекмана. На счету режиссера уже есть успешные проекты - например мелодрама «Мулен Руж». Что касается картины «Австралия», которую зрители смогут увидеть на большом экране, то это романтическая история времен Второй Мировой войны. Как пообещал Баз Лурман, зрители уйдут из залов кинотеатра после просмотра с воодушевлением и в приподнятом настроении. «В мире сейчас царит страх, а я надеюсь, что вы выйдете из кинозала спустя пару часов после начала просмотра нашего фильма и почувствуете, что вы приобрели несомненный опыт, обогащающий душу», - Баз Лурман. Как не странно, он оказался прав. Иначе трудно будет объяснить потраченные 130 млн. долларов. 
1--|||--kinopoisk.ru/user/175731/comment/1820204/--|||--Вообще идеальная экранизация прекрасного романа Макса Брукса «Мировая война Z» представляла бы собой киноальманах на тему войны с зомби, снятый разными режиссерами в разных частях света и в различной стилистике. Ибо книга по сути - сборник сводок, газетных заметок и интервью людей, так или иначе вовлеченных в глобальную войну людей и оживших мертвецов. Боевик, хоррор, драма, иногда даже черная комедия - все это война Z. Но такой проект, не имеющий однозначного главного героя, с вялотекущим сквозным сюжетом, вряд ли бы имел шанс на существование - даже в свете беспрецедентного успеха сериала «Ходячие мертвецы», который, в смысле, успех, наверняка во многом поспособствовал тому, что этот высокобюджетный зомби-блокбастер все-таки многострадально добрался до экранов. Пусть и в детском рейтинге ПГ-13. Итак, имеем Брэда Питта, героически рассекающего по планете (хоть какая-то дань глобальности книги) в поисках спасения от эпидемии, имеем толпы зомби (строго говоря, они и не зомби вовсе, но оставим вопросы терминологии и будем называть этих ребят привычным словом), и имеем также возмутившую многих открытую концовку с намеком на продолжение. На самом деле по-другому и быть не могло. Масштабная завязка вкупе с питтоцентричностью (без суперзвезды в таком проекте никак, денег не дадут) никак не позволила бы решить проблему мировой войны в одном отдельно взятом фильме. Показанное в фильме, по сути, пролог, история одной семьи, завязка. Если кассовые сборы позволят и фильм получит продолжение - будет здорово. В конце концов, и старик Ромеро своих медленных зомби втянул во франшизу, позволившую ему сполна реализовать потенциал его идеи. Да и первоначальный сценарный бред с Москвой, омоновцами в ушанках и зомби, увязающими в снегу, был бы еще хуже. Фильм стартует с места в карьер, потратив на раскачку минут, примерно, пять, и не сбавляет оборотов вплоть до самого финала. Да, первые полчаса получились напряженнее последних полутора, но это не за счет потери динамики, а за счет смены акцентов. Большое количество локаций слегка растягивают на части сюжет, который изначально не был заточен под одного героя, вынужденного мотаться по миру, как белка в колесе. Филадельфия, Корея, Иерусалим, сцена в самолете, сцена в Уэльсе - фильм выдерживает идеальный темпоритм, усиленный мощным саундтреком Марко Белтрами. Да и Брэда Питта мы не видели в блокбастерах примерно со времен «Мистера и миссис Смит», а это было чертовски давно. Приятно видеть, что он не подрастерял умения держть кадр и находится в отличной форме. Но основной козырь фильма, конечно, зомби - пусть и подрастерявшие кровожадность для того, чтобы в зале могли сидеть детишки, но компенсирующие это удивительной скоростью и слаженностью работы. Словно гигантский муравейник, объединенный единым коллективным разумом, словно живая (в контексте зомби особенно двусмысленное слово) волна, сметающая все на своем пути. Эффектно. А пресловутый PG реально смазал лишь два эпизода - отрубленную руку израильской девушки-солдата и попытки Питта вытащить ломик, застрявший в голове одного из зомби. Прочий экшен неплохо обходится и без ультрареалистичного насилия. На выходе имеем крепкий зомби-боевичок, который здорово бы смотрелся началом большой истории, но и сам по себе доставляет за счет целого ряда динамичных и напряженных сцен. До лучших образцов жанра, конечно, недотягивает, но в качестве годного летнего блокбастера смотрится более, чем хорошо.
1--|||--kinopoisk.ru/user/1427711/comment/1120458/--|||--Хочется верить, что и в реальной жизни особенно среди молодежи еще существуют такие искренние, светлые, чистые отношения. Ведь о такой любви хоть и на короткое время можно только мечтать. Сюжет, конечно, не блещет новизной, но все-таки режиссер поставил свое творение на очень высокий уровень по сравнению с другими фильмами на подобную тематику. Я восхищена актерской игрой. Мэнди Мур всегда была для меня отличной певицей, тут же она проявила и свои актерские данные. Но этот фильм открыл для меня Шейна Уэста. Так правдоподобно сыграть перевоплощение «плохого`парня, разгельдяя, у которого не клеятся отношения с родителями и учителями, у которого нет постоянной девушки(соответственно любовь и привязанность ему чужды). Все, что есть у Лэндона(героя Шейна) только куча друзей, похожих на него и «фальшивая уверенность в себе». Но все меняется после встречи Лэндона с тихой, незаметной и оттого еще более загадочной девушкой, которая несмотря на непривлекательную, на первый взгляд, внешность, продолжает оставаться уверенной в себе, в своих убеждениях и вере, и продолжает верить во все прекрасное в мире, в чудо, которым стал для нее Лэндон. Она смогла разглядеть в нем того человека, каковым мы его видим в конце фильма. Она сделала его таким. Безусловно, один из лучших и трогательных фильмов о любви. !
1--|||--kinopoisk.ru/user/833954/comment/831110/--|||--Хорошая американская бытовая комедия. Людям всегда нравились такие фильмы, в которых была теплая дружеская атмосфера, в которых не было сверхъестественного налета - простые добрые комедии. Это одна из таких. Назову пару причин, по которым стоит посмотреть этот фильм: * Фильм безусловно поднимает настроение, что ни говори, а после просмотра фильма не можешь не улыбнуться * В фильме хорошо обыграли многие извечные житейские проблемы современных людей, такие как секс, секс, секс и, может быть, отношения между мужчинами и женщинами * И самая важная - фильм окутывает тебя в свои дружеские объятия и не отпускает до финальных титров (если конечно все необходимые запасы заблаговременно взять с собой), главные герои становятся твоими хорошими друзьями и ты вместе с ними переживаешь их победы и фиаско, то умиляясь трогательным моментам, то сетуя и разводя руками во время неловких провалов. Фильм не нуждается в оценке, поэтому просто порекомендую вам его в качестве хорошего стрессозаменителя и вполне неплохо тревогоотгонятеля. Заранее желаю приятного просмотра. P.S. Если фильм не понравился, ответственности я не несу
1--|||--kinopoisk.ru/user/1086454/comment/852063/--|||--Картина американского кинорежиссера Джимми Джармуша вот уже на протяжении 11 лет стоит обособленно от других фильмов подобных жанров. Словно полный жизни лес, обнесенный бетонной стеной, отделяющий его от серого, безжизненного мегаполиса... Совершенно иной подход к созданию качественного криминального кино избрал для себя режиссер. Получившийся продукт безусловно заслуживает самого пристального внимания, картина вызывает неподдельное удовольствие от просмотра. Пёс- призрак. Одинокий воин, воин избравший для себя единственный по его мнению правильный путь. Путь философии, самосозерцания и самопознания, путь преданности, духовной и физической силы, путь самурая. Этот фильм не о крутых парнях, с большими пушками, этот фильм о преданности, вере, верности себе, своим принципам, своему кодексу. Темнокожий, крупный, немногословный парень, таким предстаёт перед нами современный самурай. Пёс всегда ассоциировался у человека с преданностью, призрак же с чем -то отстраненным, обособленным от мира суеты и переживаний, от земного мира. Таков и самурай Джармуша. Преданный и верный, неуловимый. Он хладнокровно вершит волю своего хозяина, веря в каждое его слово. В своем хозяине самурая видит бога. Пёс- призрак видел бога в Луи, мелком гангстере. Но каким бы не был подлым хозяин, истинный вассал всегда будет верен ему и без всяких сомнений отдаст жизнь за своего «бога». Великолепная игра Фореста Уайтэкера завораживает, заставляет верить в реальность происходящего. В этой ленте Форест по- максимуму вжился в образ и показал высочайший класс игры. Блестящая режиссура и гениальный саундтрек делают «Пёс- призрак: путь самурая» шедевром киноиндустрии. Кроме истинного восхищения и целого ряда положительных эмоций, этот фильм вызывает желание задуматься, переосмыслить свои жизненные ценности и постулаты, что к сожалению в наше время редкость. Превосходный фильм, превосходного режиссера с превосходным актером в центре внимания. 9,
-1--|||--kinopoisk.ru/user/592841/comment/958709/--|||--Выход этой картины вызвал бурю положительных эмоций у зрителей и критиков, и так как я интересуюсь историей рок-музыки и панк-рока в частности, я по своей наивности решила его посмотреть. К. Стюарт и Д. Феннинг я уже достаточно давно считают актрисами преотвратными, но хвалебные отзывы об игре вселили в меня надежду, что может все будет и не так плохо. Но я в который раз разочаровалась. Не смотря на то, что Стюарт в этом фильме предстает в образе крутой рокерши Джоан Джетт, в ней время от времени проскальзывал так мною «любимый» образ Беллы Свон. Я не поверила ей ни на йоту. Касательно другого юного дарования, Дакоты Феннинг, также ничего хорошего сказать не могу. Это была не Черри Кьюри. Дакота выглядела несформировавшимся ребенком, с абсолютно безэмоциональным выражением лица. Остальные актеры мне вообще не запомнились. Единственный момент, который мне понравился-это когда Джоан делает футболку с надписью «Sex Pistols». На этом пожалуй и все. Если это считается хорошей актерской игрой, то я не знаю, что будт дальше. (исключительно за то, что действия происходят в 70-е и рассказывают о культовой группе Runaways)
-1--|||--kinopoisk.ru/user/1913085/comment/1898814/--|||--Скажите честно, многого вы ждали от русского фильма про свадьбу с тематическим слоганом «Главное не нажраться»? Я тоже нет. Лучше бы люди, работавшие над ним, взяли бы за основу другой девиз: «Главное не облажаться». Тогда, вполне возможно, что перед нами предстало бы совсем иное, наполненное свежими идеями, произведение в ярких тонах. На деле вышло все не так радужно, как хотелось бы. Прекрасная концепция «Классическая русская свадьба во всех ее проявлениях» была тщательно загублена и в итоге потонула в неряшливости собственных создателей. Хорошо, когда в теории на бумаге все замечательно. Но ведь исполнение на практике должно быть близким к совершенству, иначе люди просто напросто окончательно разочаруются в многочисленных обещаниях, которые им были даны. Сюжет. Все просто как дважды два. Есть жених и невеста, которые хотят пожениться. Соответственно, в скором времени должна состояться свадьба. Есть неадекватные родственники и гости, которые всеми силами стараются превратить светлый праздник в дурдом. Есть Светлаков, который играет здесь самого себя. Ничего не забыл? Ах да! Есть еще вторая свадьба, которую молодожены хотели сыграть в тайне от всех. Это на случай, если одной вам было мало. И все бы ничего, но ведь кроме этого в сюжетной линии больше ничего нет. Пусто как в холодильнике после прихода друзей. Преобладает огромная дыра, которую и залепить то нечем. Никакой предыстории, как главные герои торжества познакомились, никаких забавных случаев, которые с ними могли произойти за время отношений, никакого раскрытия характеров приглашенных... Ничего похожего тут нет и в помине. Вам просто скажут, что один раньше был в десантуре, другой «сидел», а третий... просто любитель хорошенько «накидаться». Вообще, пьют тут очень много и абсолютно все. Известное высказывание А. П. Чехова «Если человек не пьет и не курит, поневоле задумываешься, уж не сволочь ли он?» служит здесь оправданием поведения всех присутствующих на мероприятии. Ну и что, что чуть кого-то не убил и испортил всем праздник? Тебя все равно простят, ведь ты всего лишь был пьяным. Потрясающая логика. А еще, помнится, многие журналисты писали про глубокий смысл картины. Ну и в чем же он заключается? Что не нужно сбегать от полудурков-родственников? Или то, что собственную свадьбу нужно более тщательно планировать, чтобы не возникло каких-нибудь непредвиденных обстоятельств? Но ведь это само собой разумеется. Атмосфера. Сумбур - идеальное слово, описывающее все то, что вам предстоит наблюдать в течение полутора с лишним часов. Авторы явно увлеклись просмотром нелепых роликов на «Youtube», ведь в итоге их детище стало похожим на один огромный ролик с этого же ресурса. Некоторые составляющие кино до боли узнаваемы. Например, дуэль на голубях или диалог упоротого хипаря со своей подружкой из разряда «Ты выйдешь за меня замуж?» Ну эти же «баяны» все видели миллион раз. Зачем нам предлагают их снова смотреть? Наименьшую часть времени показа займет небольшой отрезок о молодоженах, который как будто вырезали из какого-нибудь свадебного ролика, коих в интернете бессчетное количество. Оставшееся время вы будете наблюдать за кривляниями весьма колоритных персонажей с красными рожами и глазами на выкате. А оно вам надо? Таких идиотов и в реальной жизни предостаточно. К концу же кино превращается в какую-то невероятную жесть, которую я даже не в состоянии описать словами. Посему главным героям совершенно не хочется сопереживать оставшуюся часть времени. Юмор. Если признаться, я никогда не считал себя человеком без чувства юмора. Но спасибо команде, работавшей над кинолентой, они помогли мне почувствовать себя таковым! За все время просмотра меня заставили улыбнуться только пара моментов. Девушки же, сидящие неподалеку от меня в кинозале, хохотали во все горло через каждые минуты три. А я сидел и думал: «То ли все происходящее на экране действительно смешно, а я такой нудный... то ли мы стали отвыкать от нормального здорового юмора (который, к примеру, могли предоставить нам советские комедии). В защиту же «Горько!» можно сказать то, что практически не были использованы пошлые шутки и шутки «ниже пояса.» Актеры честно старались рассмешить зрительскую аудиторию. На меня это не подействовало. Музыка. Обычная надоевшая всем русская попса, вроде Верки Сердючки ("Все будет хорошо») и Славы ("Одиночество»). Итог. Ни о каких неоправданных ожиданиях речи быть не может, ведь у меня и не было никаких ожиданий от этого кино. «Горько!» вполне может понравиться школьникам, любителям фильмов без какого-либо смысла (чтобы просто «поржать») и самим создателям. Чем он может понравиться остальной аудитории, мне совершенно непонятно.  (42%), это, конечно, не «Самый лучший фильм». Но до хорошего произведения ему очень далеко идти.
1--|||--kinopoisk.ru/user/506717/comment/446734/--|||--Вчера за полночь начала по ТВ смотреть этот фильм, такой милый, для девочек подростков. Странно, почему днем показывают различную порнографию, типа Дом 2, а конфетно-букетные фильмы в 12 ночи? Фильм я разделила для себя на три части. Сюжет не новый и что бы ни изобретать велосипед, сценаристы кое - что позаимствовали. 1.	Начало фильма. Невероятно напоминает старый ТВ фильм «Свидание с дочерью президента», те же проблемы с молодыми людьми, охраной, только в этом фильме героиня постарше, уж восемнадцать ей хочется свободы, безрассудства, любви и всех ее атрибутов. Девочка созрела. 2.	Вторая часть. До боли напомнила шедевр старого Голливуда «Римские каникулы». Где принцесса, в данном случаи дочь президента США убегает от охраны, напивается и встречает симпатичного молодого человека, в «РК» Грегори Пек был журналистом, а нынешний герой, одним из охранников девушки, которому дается приказ сопровождать ее во время подросткового «бунта». 3.Третья часть. Вспомним «Евротур», забавных европейцев, тусовки, красивые пейзажи и смешные ситуации. Ну а дальше все как обычно, любовь, тайны, обиды. Актерский состав не особо интересный. Мэнди Мур - красавица, умница и актриса из нее вышла лучше чем певица, только вспомните «Спеши любить», в этом фильме она не так хороша, да и сюжет к этому не располагает. Герой- любовник, к сожалению, совсем мне не запомнился. Пара из вне ведомственной службы, всюду следующая за путешественниками, в исполнении Джереми Пивена и Аннабелла Шиорры (ее я по мню по фильму «Куда приводят мечты») невероятно обаятельные, милые, смешные и неплохо разбавляли предсказуемый сюжет. Вывод: фильм для девчонок и смотреть в кругу девчонок, обсуждая различные мелочи, жуя поп-корн или пиццу. 
1--|||--kinopoisk.ru/user/1373506/comment/1212818/--|||--А ведь он совсем не врал... так, самую малость приукрасил! Распознать правду от лжи в наше время безумно сложно, даже если объект повествований ваш близкий человек. И когда хочешь узнать некоторые подробности его жизни, в ответ можешь услышать истории, которые находятся фактически на грани фантастики и на первый взгляд маловероятны. Однако стоит помнить- близкие люди, та самая единственная категория людей, которые по истине достойны вашего доверия. Этот фильм является экранизацией романа Дэниела Уоллеса «Большая рыба: роман мифических пропорций» и рассказывает нам историю жизни одного очень интересного человека по имени Эд Блум, который на на протяжении всей своей взрослой жизни был довольно популярным, благодаря множеству историй из своей жизни, которым многие верили, но главное не верил собственный сын. И вот накануне смерти отца, Блум-младший просит все же рассказать папу свою истинную историю жизни. Определено это кино неимоверно жизненное и только слегка подкрашено яркими и сказочными красками. А главного героя так вообще можно назвать оплотом «настоящего человека». Пусть не безгрешного, но доброго и честного, умеющего любить по настоящему одну единственную, не поддаваясь соблазнам. У этого героя действительно можно многое взять, он учит даже иногда быть «дураком», но «дураком» упорным и отважным, ведь только с помощью этих качеств возможно добиться наших главных жизненных целей. Что касается актеров, то очень сложно выделить кого-то одного, главного, поэтому я и отмечу тех, кто запомнился мне больше всего. Начну из далека. В преддверии момента с появлением «ведьмы со стеклянным глазом» я был абсолютно уверен, что это будет Хелена Бонем Картер и не прогадал. Ей очень идут такие необычные и сказочные образы, поэтому и выглядела она более чем гармонично. Что касается Юэна МакГрегора, то я мягко сказать не поклонник его таланта, поэтому мне и сложно судить объективно. Скажу коротко- в общий прекрасный актерский ансамбль он влился и каши не испортил, что уже неплохо. Из второстепенных хотелось бы отметить еще одну «оскароносную» красавицу Марион Котийяр, которая может и появлялась не часто, но безусловно внесла свой вклад в успех данной кинокартины, а это качество свойственно только очень хорошим актрисам. Нельзя не отметить и игру Дэнни ДеВито, а так же покойного великана Мэттью МакГрори. Одним словом целое созвездие и я думаю каждый найдет ради кого посмотреть эту ленту. В целом же Тим Бёртон создал одно из самых успешных своих творений, которое учит многим умным вещам. Абсолютно на сто процентов заслуженно я ставлю высший бал. 
